Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill
23,22,0,21,1,0,14.96,69.44,603,7.4,4462.2
6,20,1,20,7,0,15.02,70.2,584,8.4,4905.6
17,23,1,6,1,0,14.99,71.9,371,8.3,3079.3
8,19,2,20,1,0,14.97,72.9,385,8.2,3157
20,23,3,19,1,0,14.95,73,569,8.3,4722.7
20,22,2,4,1,0,14.91,72.8,361,7.9,2851.9
14,22,1,4,12,0,14.87,72.4,453,7.7,3488.1
15,23,0,19,1,0,14.88,72.1,556,9.1,5059.6
7,17,2,16,7,0,14.84,72.1,489,8.9,4352.1
12,22,2,17,1,0,14.8,72,474,7.9,3744.6
23,22,1,6,1,0,14.78,72.3,524,8.8,4611.2
18,22,1,19,1,0,14.81,72.1,476,9.2,4379.2
6,20,1,15,7,0,14.94,70.6,454,7.9,3586.6
15,23,2,3,1,0,14.98,71.3,480,8.2,3936
9,20,3,9,1,0,14.9,70.8,588,9.3,5468.4
6,19,2,10,1,0,14.92,70.6,475,8.4,3990
11,22,3,17,1,0,14.9,69.83,711,8.3,5901.3
16,23,2,13,12,0,14.9,69.5,556,8.1,4503.6
15,23,2,10,1,0,14.89,69.24,414,7.7,3187.8
23,22,2,3,1,0,14.93,69.1,524,7.9,4139.6
5,19,1,6,7,0,14.87,68.94,403,7.4,2982.2
20,23,3,20,12,0,14.85,68.8,754,7.8,5881.2
22,23,2,15,1,0,14.93,67.46,612,9.1,5569.2
22,22,0,9,1,0,14.93,67.03,574,8.7,4993.8
18,22,0,16,1,0,14.92,67.26,501,7.9,3957.9
19,22,3,9,1,0,14.9,67.27,527,8.2,4321.4
19,22,3,15,1,0,14.91,67.13,661,8.5,5618.5
9,17,0,16,1,0,14.91,67.1,313,9.3,2910.9
5,17,1,4,7,0,14.91,66.89,211,8.9,1877.9
14,22,2,7,1,0,14.91,65.93,465,8.7,4045.5
6,17,1,5,7,0,14.97,63.73,364,7.4,2693.6
12,23,0,12,1,0,14.91,63.23,396,7.4,2930.4
23,23,3,5,1,0,14.87,63.12,606,8.8,5332.8
19,22,0,17,1,0,14.88,62.69,464,7.7,3572.8
11,22,0,17,1,0,14.89,62.26,386,8.9,3435.4
16,22,3,4,1,0,14.97,61.72,492,8.4,4132.8
7,20,3,3,1,0,14.99,60.62,404,7.7,3110.8
5,18,0,20,1,0,15.07,59.22,419,8.8,3687.2
20,23,1,9,12,0,15.12,60.02,712,8.4,5980.8
21,23,3,4,1,0,15.2,60.46,490,8.5,4165
20,23,3,16,1,0,15.37,59.59,648,7.4,4795.2
9,21,0,3,1,0,15.51,59.09,314,8.7,2731.8
23,23,1,10,1,0,15.58,58.05,659,8.5,5601.5
14,22,2,6,1,0,15.74,57.88,320,9.1,2912
23,23,3,10,1,0,15.85,57.65,530,8.3,4399
21,23,1,7,1,0,15.85,57.78,451,8.9,4013.9
17,22,0,7,12,0,15.97,58.88,618,7.7,4758.6
5,17,2,12,1,0,16.06,59.95,494,7.9,3902.6
10,17,2,16,1,0,16.17,59.62,479,8.1,3879.9
13,22,2,20,1,0,16.31,59.82,680,8.9,6052
9,20,2,11,7,0,16.4,59.42,607,7.7,4673.9
16,22,2,4,12,0,16.4,59.22,579,9.3,5384.7
14,22,1,10,12,0,16.45,58.58,423,8.3,3510.9
20,23,3,7,1,0,16.69,57.14,478,7.9,3776.2
21,23,3,7,1,0,16.77,56.68,483,8.2,3960.6
8,17,0,15,1,0,16.61,57.48,415,8.9,3693.5
18,23,2,14,1,0,16.62,58.21,660,9.1,6006
17,23,1,14,1,0,16.75,57.84,388,7.7,2987.6
21,23,0,7,1,0,16.92,58.58,471,8.1,3815.1
10,21,3,3,1,0,16.92,60.38,288,7.4,2131.2
14,22,3,20,12,0,16.86,61.01,752,8.7,6542.4
9,23,3,5,1,0,16.76,62.05,386,9.3,3589.8
8,17,0,14,1,0,16.57,62.62,335,9.3,3115.5
8,17,1,20,7,0,16.59,62.58,634,8.1,5135.4
22,22,1,4,1,0,16.73,62.08,516,7.8,4024.8
22,23,2,3,1,0,16.94,60.31,524,7.7,4034.8
14,22,2,7,1,0,16.95,61.01,606,8.9,5393.4
15,23,1,12,1,0,16.99,60.28,606,8.3,5029.8
18,23,2,16,1,0,16.99,60.48,621,9.2,5713.2
23,22,0,7,1,0,16.91,60.85,469,8.9,4174.1
20,22,3,6,1,0,16.77,62.05,587,8.3,4872.1
5,23,3,22,1,0,16.6,64.65,522,7.4,3862.8
12,23,3,4,12,0,16.25,67.19,662,9.2,6090.4
11,22,1,13,1,0,16.27,67.06,585,8.4,4914
9,17,2,4,1,0,16.34,66.79,403,8.7,3506.1
19,22,3,19,1,0,16.41,66.86,736,8.5,6256
13,22,0,22,1,0,16.44,67.16,582,7.4,4306.8
18,23,3,19,1,0,16.5,66.69,582,9.3,5412.6
6,20,1,16,1,0,16.67,65.59,323,8.9,2874.7
23,22,3,4,1,0,16.3,69.26,410,7.4,3034
8,20,1,21,7,0,16.17,69.03,644,8.4,5409.6
9,20,2,16,1,0,16.17,70.6,529,8.4,4443.6
21,23,3,12,1,0,16.12,71,478,8.4,4015.2
8,17,3,13,1,0,16.16,68.32,428,7.7,3295.6
21,23,1,3,12,0,16.07,71.1,495,7.6,3762
21,22,0,7,1,0,15.87,71,363,8.5,3085.5
12,22,1,7,1,0,15.92,70.4,490,8.4,4116
13,23,0,16,1,0,15.81,70.6,542,7.9,4281.8
8,21,0,4,1,0,15.66,71.1,448,8.9,3987.2
13,22,2,15,1,0,15.59,71.9,563,8.4,4729.2
16,22,3,8,1,0,15.53,72.4,542,9.3,5040.6
20,23,2,19,1,0,15.46,72.5,635,8.3,5270.5
7,19,0,17,7,0,15.42,72.1,556,8.4,4670.4
18,23,1,16,1,0,15.42,72.4,463,8.7,4028.1
15,23,1,22,1,0,15.37,72.7,489,8.8,4303.2
5,20,1,3,7,0,15.37,72.6,239,7.4,1768.6
22,22,0,15,1,0,15.39,73.3,444,7.4,3285.6
18,23,3,16,1,0,15.32,73.7,670,7.6,5092
16,23,1,9,1,0,15.32,73.6,560,8.5,4760
12,23,2,14,1,0,15.29,73.6,471,9.1,4286.1
9,20,0,6,7,0,15.29,73.4,258,8.5,2193
6,19,1,14,1,0,15.31,73.6,313,7.8,2441.4
21,22,3,4,1,0,15.33,73.8,514,7.6,3906.4
19,22,0,9,1,0,15.36,74.4,444,7.7,3418.8
7,19,3,13,1,0,15.3,75.9,482,7.4,3566.8
20,23,2,5,1,0,15.22,76.4,529,7.8,4126.2
22,22,3,11,1,0,15.16,76.4,726,8.9,6461.4
9,20,2,6,7,0,15.14,76,343,7.7,2641.1
22,22,3,6,12,0,15.12,75.8,680,8.8,5984
11,23,3,9,12,0,15.12,75.6,610,8.9,5429
21,22,3,20,1,0,15.09,76,522,7.9,4123.8
8,19,3,5,7,0,15.07,76.8,589,8.4,4947.6
17,23,2,8,12,0,15.04,76.9,598,9.3,5561.4
23,23,2,18,1,0,15.09,77.2,706,7.8,5506.8
19,23,1,13,1,0,15.1,76.9,527,8.3,4374.1
23,22,2,22,1,0,15.1,76.5,807,8.8,7101.6
18,23,3,19,1,0,15.06,76.4,771,8.8,6784.8
22,22,1,4,1,0,15.05,76.4,497,7.7,3826.9
8,17,3,21,1,0,15.02,76.2,386,8.5,3281
10,18,0,4,1,0,14.96,75.9,231,8.8,2032.8
16,23,0,6,1,0,14.91,75.9,490,7.7,3773
7,19,2,17,1,0,14.91,76.1,480,8.4,4032
22,23,2,8,1,0,14.86,76.1,507,7.7,3903.9
17,22,1,6,1,0,14.83,76,504,8.1,4082.4
23,23,1,20,1,0,14.78,76.3,590,9.2,5428
21,22,0,22,1,0,14.74,76.9,487,7.7,3749.9
5,22,3,20,1,0,14.67,77,438,8.4,3679.2
22,22,1,16,1,0,14.61,76.9,664,7.6,5046.4
16,22,1,11,1,0,14.51,78,622,8.3,5162.6
19,22,0,20,12,0,14.49,78.9,565,9.2,5198
11,22,2,19,1,0,14.47,79,420,8.9,3738
6,17,0,21,1,0,14.48,78.6,527,8.3,4374.1
11,22,3,17,1,0,14.47,78.7,481,7.4,3559.4
17,23,1,4,1,0,14.42,79,334,9.3,3106.2
20,22,1,4,1,0,14.41,79.3,337,7.4,2493.8
5,18,3,13,1,0,14.43,79.5,391,7.6,2971.6
20,23,2,21,12,0,14.45,79.3,780,9.3,7254
17,22,0,15,1,0,14.51,79.2,525,8.5,4462.5
9,23,0,7,1,0,14.56,79.2,284,9.2,2612.8
22,22,1,10,1,0,14.59,78.9,551,8.1,4463.1
20,22,3,20,1,0,14.67,78.9,709,8.5,6026.5
16,23,0,21,1,0,14.67,78.9,440,7.8,3432
8,20,1,7,7,0,14.66,78.6,495,8.5,4207.5
20,23,1,20,1,0,14.64,78.6,494,7.6,3754.4
23,23,1,4,1,0,14.64,78.4,426,7.8,3322.8
18,23,3,4,1,0,14.62,78.1,413,9.1,3758.3
12,22,1,5,12,0,14.55,78.2,389,8.4,3267.6
18,22,0,10,1,0,14.53,78.1,462,9.3,4296.6
21,23,1,9,1,0,14.53,78.6,441,8.7,3836.7
14,22,1,14,1,0,14.5,79.2,442,8.1,3580.2
18,22,2,17,12,0,14.44,79.4,535,8.7,4654.5
10,19,0,11,1,0,14.4,79.1,284,7.4,2101.6
17,22,0,8,1,0,14.45,79.1,445,7.8,3471
8,18,0,21,1,0,14.39,78.9,489,7.7,3765.3
19,22,0,16,12,0,14.37,78.5,687,9.1,6251.7
18,22,1,22,1,0,14.33,78.1,490,7.6,3724
14,23,0,9,12,0,14.28,77.9,458,8.4,3847.2
15,22,2,11,12,0,14.31,78,626,9.3,5821.8
18,23,0,13,1,0,14.29,78.7,458,9.2,4213.6
15,22,1,21,1,0,14.2,78.8,553,9.1,5032.3
6,18,0,18,1,0,14.27,78.9,489,7.7,3765.3
18,22,3,7,1,0,14.34,78.9,602,8.1,4876.2
10,19,1,16,1,0,14.37,79.2,397,8.1,3215.7
22,23,3,8,1,0,14.33,79.4,433,7.8,3377.4
18,23,2,13,12,0,14.33,79.1,704,8.2,5772.8
17,23,0,14,1,0,14.25,78.9,458,8.5,3893
16,22,0,7,1,0,14.3,78.8,422,9.2,3882.4
9,22,0,5,7,0,14.37,78.6,365,7.9,2883.5
23,22,0,9,12,0,14.47,78.6,569,9.3,5291.7
23,22,3,6,1,0,14.46,78.8,431,9.1,3922.1
12,23,1,12,12,0,14.45,78.7,589,8.9,5242.1
12,23,2,19,1,0,14.44,78.7,611,7.8,4765.8
19,22,3,8,1,0,14.33,78.3,409,7.6,3108.4
14,23,2,7,1,0,14.3,77.7,584,7.4,4321.6
14,22,0,19,12,0,14.12,77.5,468,8.8,4118.4
21,22,2,13,1,0,12.93,77.5,516,8.8,4540.8
11,22,1,12,1,0,12.41,78.5,563,8.3,4672.9
10,21,0,20,1,0,12.13,78.6,425,8.2,3485
6,19,0,9,1,0,11.8,79.3,370,7.4,2738
5,18,1,10,1,0,11.72,80,346,8.9,3079.4
20,23,2,5,1,0,11.74,80.2,451,9.1,4104.1
17,23,0,22,1,0,11.54,80.1,636,8.2,5215.2
21,22,0,5,1,0,11.46,80.9,545,7.8,4251
11,23,0,21,1,0,11.64,80.8,511,8.4,4292.4
5,18,0,19,1,0,11.93,80.2,411,8.3,3411.3
6,23,1,16,1,0,12.38,79,594,7.6,4514.4
22,22,2,11,1,0,13.22,77.3,600,8.7,5220
10,21,1,8,1,0,14.45,74,462,9.1,4204.2
10,21,2,6,1,0,14.97,67.32,374,7.8,2917.2
7,20,1,13,1,0,15.41,66.39,412,8.7,3584.4
8,22,0,19,7,0,15.45,66.89,508,7.8,3962.4
23,22,2,17,1,0,15.41,67.76,497,8.4,4174.8
22,22,1,15,1,0,15.32,67.76,633,7.8,4937.4
10,22,3,21,1,0,15.43,67.69,479,7.8,3736.2
18,22,1,21,12,0,15.59,65.69,757,8.9,6737.3
19,23,0,14,1,0,15.46,65.52,422,7.6,3207.2
21,22,0,4,1,0,15.54,66.12,452,8.8,3977.6
5,17,2,22,1,0,15.68,65.52,574,8.8,5051.2
13,22,2,16,1,0,15.81,64.99,545,8.1,4414.5
23,22,1,15,1,0,15.73,65.62,536,9.2,4931.2
21,22,3,17,1,0,15.8,65.25,512,7.7,3942.4
15,22,2,22,1,0,15.84,63.89,634,9.2,5832.8
7,21,2,3,1,0,15.93,64.09,428,8.1,3466.8
8,22,1,13,1,0,16.01,63.68,434,8.2,3558.8
23,22,0,7,1,0,16.03,63.58,575,8.7,5002.5
19,23,1,4,1,0,16.09,63.45,396,9.2,3643.2
9,20,2,3,1,0,16.2,64.05,414,8.9,3684.6
8,18,3,16,7,0,16.24,63.68,444,8.1,3596.4
13,22,2,9,12,0,16.22,64.15,534,9.2,4912.8
20,22,3,3,1,0,16.39,63.55,566,8.4,4754.4
20,23,2,13,1,0,16.26,64.15,445,7.4,3293
9,22,3,5,1,0,16.28,64.05,401,8.1,3248.1
7,22,1,4,1,0,16.32,64.02,459,9.2,4222.8
12,23,1,7,12,0,16.58,63.15,587,7.6,4461.2
13,22,3,4,1,0,16.23,64.52,507,7.7,3903.9
14,22,3,15,1,0,16.27,64.22,688,7.4,5091.2
10,22,0,4,1,0,16.22,64.25,332,9.1,3021.2
16,22,1,21,12,0,16.05,64.29,730,8.5,6205
15,23,2,10,12,0,15.82,65.32,557,7.6,4233.2
6,23,2,3,1,0,15.83,65.45,316,8.3,2622.8
21,22,3,4,12,0,15.82,66.09,673,7.4,4980.2
11,22,3,21,1,0,15.81,68.32,596,8.3,4946.8
11,23,1,7,1,0,15.91,68.56,543,7.8,4235.4
10,18,0,12,1,0,16.03,68.36,211,9.2,1941.2
9,21,3,13,1,0,16.02,68.22,383,7.6,2910.8
13,23,2,3,1,0,16.04,67.79,374,8.2,3066.8
16,23,0,9,1,0,15.72,68.62,376,7.6,2857.6
12,23,3,9,1,0,15.63,69.53,404,8.8,3555.2
5,23,1,20,7,0,15.78,69.93,699,8.5,5941.5
18,22,0,3,1,0,15.69,69.33,306,7.4,2264.4
17,22,2,22,1,0,15.61,69.36,612,8.5,5202
19,23,3,16,1,0,15.51,69.63,512,7.7,3942.4
8,19,0,14,1,0,15.44,69.69,327,9.1,2975.7
6,21,1,15,7,0,15.33,70.2,388,7.6,2948.8
11,22,0,10,1,0,15.19,70.9,533,8.3,4423.9
17,22,1,17,1,0,15.06,71.4,525,8.7,4567.5
12,23,2,13,12,0,14.88,72.7,544,8.8,4787.2
9,20,3,8,1,0,14.69,73.2,418,7.7,3218.6
11,22,2,19,1,0,14.12,75.2,460,8.8,4048
19,23,1,19,1,0,13.62,76.7,705,7.9,5569.5
19,22,2,5,12,0,13.23,78,518,7.9,4092.2
13,22,1,6,12,0,12.89,79,582,8.8,5121.6
23,23,3,14,12,0,12.61,80,612,8.4,5140.8
13,23,2,7,1,0,12.25,81.1,511,7.4,3781.4
15,22,0,9,1,0,12.07,81.8,384,7.9,3033.6
7,21,1,22,1,0,11.95,82.3,485,8.8,4268
11,22,3,4,1,0,11.89,82.5,340,9.1,3094
22,22,2,18,1,0,11.83,82.8,660,8.9,5874
12,23,2,7,1,0,11.73,83,507,8.9,4512.3
5,23,2,13,1,0,11.84,83.2,595,8.3,4938.5
7,19,3,18,1,0,11.45,83.6,407,8.1,3296.7
22,22,2,12,1,0,11.14,83.6,701,8.3,5818.3
21,23,3,12,1,0,11.37,84.3,683,8.2,5600.6
18,23,1,9,1,0,11.31,84.1,562,8.8,4945.6
14,22,1,14,1,0,11.02,84.9,384,8.3,3187.2
14,22,3,8,12,0,10.85,85.2,596,9.2,5483.2
15,23,0,22,1,0,11.01,86.3,612,8.3,5079.6
17,23,3,18,12,0,10.99,86.1,746,9.2,6863.2
18,23,1,17,1,0,11.17,86,653,8.9,5811.7
9,23,1,3,1,0,11.35,85.9,392,7.9,3096.8
14,22,2,13,1,0,11.44,85.2,490,8.3,4067
11,22,2,9,1,0,11.13,84.6,356,8.2,2919.2
21,23,1,11,12,0,10.71,85.8,665,8.2,5453
9,21,1,11,1,0,10.63,86,537,7.8,4188.6
10,19,3,9,1,0,10.56,86.2,381,8.1,3086.1
15,23,3,19,1,0,10.41,86.2,742,7.9,5861.8
15,22,0,7,1,0,10.16,86.8,539,8.1,4365.9
21,23,1,4,1,0,10.41,87,453,8.5,3850.5
22,23,0,18,1,0,10.39,86.3,581,9.1,5287.1
9,23,3,15,1,0,10.13,86.5,665,9.3,6184.5
21,22,0,19,1,0,10.24,86.5,674,7.6,5122.4
12,22,2,18,1,0,10.25,85.9,628,8.2,5149.6
21,23,3,4,1,0,10.15,85.5,581,7.8,4531.8
14,22,1,17,1,0,10.05,85.5,600,8.4,5040
11,23,0,21,12,0,10.15,85.3,574,8.7,4993.8
15,22,2,6,1,0,10.19,84.7,589,8.9,5242.1
18,23,1,18,12,0,9.98,84.6,750,7.6,5700
5,17,3,14,1,0,9.84,84.6,550,7.8,4290
5,21,2,15,1,0,9.62,84.6,363,7.6,2758.8
8,17,3,4,1,0,9.83,84.7,407,7.7,3133.9
16,23,2,21,1,0,10.12,84.9,528,7.4,3907.2
12,22,2,10,1,0,10.22,84.6,558,8.4,4687.2
22,22,1,16,1,0,9.93,84.6,699,9.1,6360.9
16,22,0,16,1,0,9.63,85,472,8.3,3917.6
23,22,3,5,1,0,9.82,84.8,475,7.6,3610
7,21,3,20,1,0,10.02,83.1,520,8.8,4576
14,22,3,13,1,0,10.22,82.6,639,8.1,5175.9
11,23,1,19,1,0,10.24,82.3,507,7.4,3751.8
18,22,0,18,1,0,10.07,83.1,501,8.4,4208.4
12,22,0,13,1,0,9.79,83,497,7.8,3876.6
18,23,3,20,1,0,9.1,84,598,8.8,5262.4
7,17,0,8,1,0,8.93,84.3,233,7.6,1770.8
7,23,0,14,1,0,8.95,84,553,8.3,4589.9
21,22,1,11,1,0,9.28,83,419,9.1,3812.9
16,23,2,3,1,0,9.41,83.4,314,9.2,2888.8
17,23,1,18,1,0,9.23,85.3,493,7.9,3894.7
11,22,0,9,1,0,9.49,85.4,296,8.1,2397.6
19,23,1,4,1,0,9.67,84.8,596,8.7,5185.2
18,23,0,4,1,0,9.92,83.2,439,8.8,3863.2
11,23,3,16,1,0,9.55,81.6,391,9.3,3636.3
23,23,2,9,1,0,9.29,81.9,555,9.1,5050.5
14,22,3,3,12,0,9.59,80.7,639,7.7,4920.3
17,22,0,19,1,0,9.7,79,652,8.9,5802.8
22,23,0,21,1,0,9.54,76.2,576,7.7,4435.2
5,22,1,22,7,0,9.27,74.3,642,7.9,5071.8
15,23,2,17,1,0,9.07,77.3,592,8.2,4854.4
22,22,0,9,1,0,8.78,79.2,500,8.8,4400
18,22,0,13,12,0,8.91,81.6,544,7.7,4188.8
9,19,2,3,1,0,8.87,81.1,476,8.5,4046
12,23,1,20,1,0,8.98,78.9,577,8.9,5135.3
22,22,3,20,1,0,9.19,76.1,743,9.3,6909.9
6,21,0,5,1,0,9.33,76.5,321,9.1,2921.1
15,22,1,22,1,0,9.4,77.3,584,7.4,4321.6
16,23,0,15,1,0,9.21,79.4,646,8.5,5491
15,23,1,3,1,0,8.97,80.7,510,8.8,4488
12,23,3,9,1,0,9.4,80.5,498,8.2,4083.6
8,21,2,18,1,0,9.72,79,347,9.2,3192.4
21,22,3,5,12,0,10.1,77.4,737,7.9,5822.3
16,22,1,15,12,0,10.4,74.1,640,9.2,5888
21,22,3,6,1,0,10.17,66.83,645,8.1,5224.5
14,22,0,8,1,0,9.86,67.53,545,8.7,4741.5
20,23,1,8,12,0,9.65,69.43,536,9.3,4984.8
14,23,2,7,1,0,9.38,67.13,545,8.1,4414.5
15,23,1,6,1,0,9.44,67.33,378,8.4,3175.2
6,21,0,13,1,0,9.2,66.82,367,7.9,2899.3
14,22,2,9,1,0,9.57,66.13,524,8.5,4454
16,22,0,10,1,0,9.68,68.23,376,8.2,3083.2
21,22,1,20,12,0,9.34,71.1,557,8.9,4957.3
11,22,1,17,12,0,9.02,73.1,753,8.8,6626.4
20,23,0,11,1,0,9.24,67.27,520,8.8,4576
14,22,1,20,1,0,9.93,66.77,561,8.5,4768.5
6,20,0,10,1,0,10.42,64.57,284,8.7,2470.8
19,23,1,11,1,0,10.74,65.9,565,8.2,4633
15,23,1,19,1,0,10.74,66.77,477,9.1,4340.7
18,22,1,12,12,0,10.9,65.4,680,8.9,6052
23,23,2,7,1,0,11.43,64.14,520,9.2,4784
13,23,1,20,1,0,12.05,63.34,643,8.9,5722.7
7,17,1,12,1,0,12.76,60.4,488,8.9,4343.2
20,23,1,6,1,0,12.95,58.86,413,7.7,3180.1
17,22,1,8,1,0,13.49,57.29,511,9.1,4650.1
10,20,3,12,1,0,13.88,57.36,387,8.3,3212.1
8,18,1,5,1,0,14.37,56.62,404,8.4,3393.6
7,18,0,11,1,0,14.9,53.92,218,7.9,1722.2
23,22,1,3,12,0,15.99,54.12,461,8.4,3872.4
21,23,1,21,1,0,16.75,53.26,748,8.8,6582.4
20,22,3,16,12,0,17.31,53.69,704,8.5,5984
11,22,0,15,12,0,17.88,51.32,642,8.2,5264.4
15,23,3,3,1,0,18.07,51.72,554,7.7,4265.8
6,19,3,20,7,0,18.14,51.95,497,9.3,4622.1
12,23,0,6,1,0,18.24,50.35,337,7.8,2628.6
12,23,2,3,1,0,18.38,47.88,469,8.8,4127.2
10,19,1,16,1,0,18.44,47.81,409,8.9,3640.1
5,20,0,3,1,0,18.5,47.35,206,9.2,1895.2
8,23,1,19,1,0,18.48,46.98,487,8.1,3944.7
23,23,3,11,1,0,18.57,47.41,533,9.1,4850.3
15,22,3,6,1,0,18.7,46.91,414,8.5,3519
9,20,1,22,1,0,18.68,46.64,562,9.3,5226.6
11,23,1,6,1,0,18.56,44.6,384,7.4,2841.6
14,22,1,12,12,0,18.66,44.74,633,8.7,5507.1
13,22,0,10,12,0,18.65,44.77,449,8.9,3996.1
23,22,1,8,1,0,18.94,45.04,483,9.1,4395.3
23,23,2,7,12,0,19.02,44.17,543,8.4,4561.2
22,22,1,12,1,0,19.04,44.84,564,8.7,4906.8
23,22,2,14,1,0,19.1,45.61,530,9.1,4823
9,23,0,17,1,0,19.2,45.74,407,8.7,3540.9
17,23,0,18,12,0,19.3,45.14,644,7.9,5087.6
19,22,2,5,1,0,19.44,44.84,564,8.4,4737.6
23,23,2,11,1,0,19.48,45.8,542,8.2,4444.4
16,22,3,15,12,0,19.45,46.27,827,9.3,7691.1
15,23,0,3,1,0,19.44,45.37,251,9.1,2284.1
18,23,1,14,1,0,19.23,45,652,7.9,5150.8
11,23,3,6,1,0,19.01,45.33,554,8.1,4487.4
5,22,2,16,1,0,18.88,48.4,398,9.3,3701.4
19,23,2,20,1,0,18.67,48.4,608,9.2,5593.6
17,22,1,10,1,0,18.63,46.43,556,7.8,4336.8
15,22,1,5,1,0,18.63,45.56,416,9.2,3827.2
19,22,3,3,12,0,18.47,45.36,562,9.3,5226.6
8,22,3,18,7,0,18.28,46.9,532,8.4,4468.8
14,22,1,4,12,0,17.89,50.04,505,8.4,4242
11,23,1,20,1,0,17.7,51.71,555,8.5,4717.5
14,22,0,18,1,0,17.62,54.94,505,7.6,3838
15,22,1,8,1,0,17.08,57.21,571,7.4,4225.4
21,22,1,3,1,0,16.8,57.84,405,9.2,3726
16,22,1,20,12,0,16.83,57.98,793,8.9,7057.7
15,23,2,18,1,0,16.65,58.05,536,8.3,4448.8
19,22,2,16,1,0,16.33,59.85,700,8.5,5950
6,23,2,11,1,0,16.44,60.55,399,7.4,2952.6
6,22,3,21,1,0,16.28,62.28,716,7.4,5298.4
14,22,0,17,1,0,16.06,64.55,574,9.1,5223.4
8,22,1,3,1,0,16.03,65.96,331,9.1,3012.1
8,19,2,10,1,0,15.78,67.09,407,8.8,3581.6
23,22,3,10,1,0,15.84,66.59,581,7.8,4531.8
16,23,3,10,1,0,15.98,65.22,591,9.1,5378.1
21,23,0,5,1,0,15.77,66.72,490,9.1,4459
20,22,2,6,1,0,15.15,71.7,403,7.6,3062.8
19,22,0,8,1,0,14.53,74.1,387,8.3,3212.1
10,18,3,15,1,0,14.06,75.2,513,9.3,4770.9
10,21,3,11,1,0,13.79,74,515,7.6,3914
20,22,0,20,1,0,13.92,73.1,691,8.8,6080.8
13,22,1,11,1,0,13.09,71.4,544,8.8,4787.2
17,22,3,19,1,0,12.7,73.3,701,8.4,5888.4
13,23,1,16,1,0,13.02,74.1,483,7.7,3719.1
6,20,0,18,1,0,13.22,74,335,8.9,2981.5
13,22,3,19,1,0,13.4,73.4,490,9.1,4459
18,22,0,13,1,0,13.2,68.09,543,8.4,4561.2
8,18,2,5,1,0,12.67,67.42,290,7.9,2291
14,22,1,22,1,0,12.8,68.22,566,8.1,4584.6
17,23,2,20,1,0,12.65,71.6,689,8.3,5718.7
15,23,2,13,1,0,12.38,73.9,581,8.9,5170.9
6,17,3,13,1,0,12.14,76.5,331,8.9,2945.9
9,20,0,17,1,0,11.85,76.6,543,7.7,4181.1
11,22,0,5,1,0,11.89,75.3,344,8.4,2889.6
21,22,2,19,12,0,12.03,70.1,717,8.2,5879.4
7,17,0,15,1,0,12.21,69.99,406,7.4,3004.4
19,23,3,16,1,0,12.1,71.7,523,7.9,4131.7
6,23,0,12,1,0,11.57,72,321,9.2,2953.2
20,23,2,16,12,0,11.42,69.69,753,8.8,6626.4
23,23,0,20,1,0,11.27,70.9,506,7.4,3744.4
22,22,2,11,1,0,11.14,72.8,473,7.6,3594.8
22,23,0,7,12,0,10.68,74,674,9.1,6133.4
14,23,0,22,1,0,10.55,73.2,449,7.4,3322.6
22,23,0,6,1,0,10.4,72.9,548,8.3,4548.4
7,18,2,19,1,0,10.65,71.2,486,9.3,4519.8
21,23,3,22,1,0,10.8,71.4,727,9.2,6688.4
11,22,3,18,1,0,10.61,72.5,577,8.1,4673.7
14,23,1,13,12,0,9.9,76.1,529,9.3,4919.7
18,22,0,8,1,0,9.62,76.8,379,8.8,3335.2
9,19,3,3,1,0,10.01,76.5,353,9.2,3247.6
15,23,1,18,12,0,10.19,75.8,736,8.9,6550.4
23,22,3,18,1,0,10.12,74.4,653,8.1,5289.3
14,23,3,16,12,0,10.11,74.8,534,8.7,4645.8
14,22,1,10,1,0,9.96,76.1,429,8.3,3560.7
13,22,1,12,1,0,9.75,76.5,521,8.3,4324.3
7,20,1,21,1,0,9.81,76,449,8.2,3681.8
15,22,2,6,1,0,9.98,75.1,569,8.4,4779.6
10,19,0,9,7,0,9.91,76.1,369,9.1,3357.9
23,22,0,12,1,0,9.53,76.5,417,8.1,3377.7
5,21,3,16,7,0,9.16,76.9,682,7.7,5251.4
16,23,1,20,12,0,9.06,77,766,8.8,6740.8
13,22,1,5,1,0,9.21,76.7,298,7.8,2324.4
23,23,1,15,1,0,9.25,75.4,591,9.3,5496.3
15,23,1,10,1,0,9.14,75,573,8.7,4985.1
7,23,1,5,7,0,9.23,74.9,568,8.7,4941.6
13,23,1,4,1,0,9.52,74.2,513,7.6,3898.8
12,22,1,11,1,0,9.67,73.2,349,8.8,3071.2
12,22,3,22,1,0,9.54,72,599,7.9,4732.1
13,23,3,14,1,0,10.03,70.4,685,8.4,5754
17,22,1,9,1,0,10.12,69.3,314,8.4,2637.6
19,23,1,8,1,0,10.33,69,555,9.2,5106
19,22,3,14,12,0,10.57,68.23,692,9.3,6435.6
8,22,2,9,7,0,10.48,67.39,432,9.2,3974.4
5,18,0,7,7,0,10.53,67.79,307,7.6,2333.2
9,19,2,17,1,0,10.7,68.16,380,8.9,3382
14,22,3,3,1,0,10.85,68.36,434,8.2,3558.8
23,22,3,9,1,0,11.11,67.8,485,8.9,4316.5
10,23,1,22,1,0,11.22,68.54,565,8.7,4915.5
